0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
SUB-RC-2022-1400100122024,RECAUDACIÓN TRIBUTARIA,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"20.978,90 €",Sin lotes,BOE-B-2022-35212,"46.948,12 €","46.948,12 €","14.100,00 €","2.500,00 €","2.347,41 €",Instituto de Cooperación con la Hacienda Local de la Diputación de Córdoba - Córdoba,,
SUB-JC-2022-199487,JUDICIAL CONCURSAL,3728 3108 52 0399 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"1,00 €",2,Separada para cada lote,BOE-B-2022-35134,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),UNIDAD SUBASTAS JUDICIALES MURCIA - MURCIA
SUB-JA-2021-185516,JUDICIAL EN VÍA DE APREMIO,5065 0000 06 3932 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"86.847,80 €",Sin lotes,BOE-B-2022-35113,"165.000,00 €","165.000,00 €",Sin puja mínima,Sin tramos,"8.250,00 €",JUZGADO 1ª INST E INSTRUCC. 5 - TORTOSA,
SUB-JA-2022-202995,JUDICIAL EN VÍA DE APREMIO,3944 0000 06 0015 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"118.196,00 €",Sin lotes,BOE-B-2022-35054,"100.104,50 €","0,00 €",Sin puja mínima,"2.002,09 €","5.005,22 €",JUZGADO 1ª INST E INSTRUCC. 4 - HUESCA,
SUB-JA-2022-204306,JUDICIAL EN VÍA DE APREMIO,1381 0000 64 0024 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"46.147,16 €",Sin lotes,BOE-B-2022-35125,"168.540,00 €","168.540,00 €",Sin puja mínima,Sin tramos,"8.427,00 €",JUZGADO SOCIAL 1 - CIUDAD REAL,
SUB-JA-2022-195058,JUDICIAL EN VÍA DE APREMIO,1293 0000 06 0332 15,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"168.285,28 €",Sin lotes,BOE-B-2022-35030,"195.800,00 €","0,00 €",Sin puja mínima,"3.916,00 €","9.790,00 €",JUZGADO 1ª INST E INSTRUCC. 2 - COIN,
SUB-JA-2022-202691,JUDICIAL EN VÍA DE APREMIO,3544 0000 06 0246 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"83.086,46 €",Sin lotes,BOE-B-2022-35057,"118.925,00 €","0,00 €",Sin puja mínima,"2.378,50 €","5.946,25 €",JUZGADO 1ª INSTANCIA 11 - LAS PALMAS DE GRAN CANARIA,
SUB-JV-2022-201533,JUDICIAL VOLUNTARIA,3857 0000 05 0006 21,"0,00 €",Sin lotes,BOE-B-2022-35100,"314.423,47 €","0,00 €","220.096,43 €","6.288,47 €","15.721,17 €",JUZGADO 1ª INSTANCIA 1 - SANTANDER,,,
SUB-JA-2022-194623,JUDICIAL EN VÍA DE APREMIO,5150 0000 06 0580 18,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"175.091,55 €",Sin lotes,BOE-B-2022-35033,"268.710,00 €","0,00 €",Sin puja mínima,"5.374,20 €","13.435,50 €",JUZGADO 1ª INSTANCIA 9 - CORDOBA,
SUB-JA-2022-201838,JUDICIAL EN VÍA DE APREMIO,0865 0000 06 0343 16,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"196.267,16 €",Sin lotes,BOE-B-2022-35108,"206.915,96 €","0,00 €",Sin puja mínima,"4.138,32 €","10.345,80 €",JUZGADO 1ª INSTANCIA 1 - TERRASSA,
SUB-JA-2022-199101,JUDICIAL EN VÍA DE APREMIO,0847 0000 06 0801 17,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"16.987,12 €",Sin lotes,BOE-B-2022-35096,"85.000,00 €","0,00 €",Sin puja mínima,"1.700,00 €","4.250,00 €",JUZGADO 1ª INST E INSTRUCC. 4 - SANT FELIU DE LLOBREGAT,
SUB-JA-2022-194052,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0100 15,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"78.553,82 €",Sin lotes,BOE-B-2022-35067,"199.337,83 €","0,00 €",Sin puja mínima,Sin tramos,"9.966,89 €",JUZGADO 1ª INSTANCIA 32 - MADRID,
SUB-JA-2022-194058,JUDICIAL EN VÍA DE APREMIO,0820 0000 05 0126 11,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"142.148,15 €",Sin lotes,BOE-B-2022-35090,"273.505,33 €","0,00 €",Sin puja mínima,"5.470,10 €","13.675,26 €",JUZGADO 1ª INSTANCIA 6 - SABADELL,
SUB-JA-2022-194158,JUDICIAL EN VÍA DE APREMIO,2193 0000 06 0315 20,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"67.903,88 €",Sin lotes,BOE-B-2022-35063,"138.591,00 €","0,00 €",Sin puja mínima,"2.771,82 €","6.929,55 €",JUZGADO 1ª INSTANCIA 3 - LLEIDA,
SUB-JA-2022-194465,JUDICIAL EN VÍA DE APREMIO,5256 0000 05 0053 20,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"124.935,88 €",Sin lotes,BOE-B-2022-35110,"180.128,94 €","0,00 €",Sin puja mínima,"3.602,57 €","9.006,44 €",JUZGADO 1 INST E INSTRUCC. 7 - TORRELAVEGA,
SUB-JA-2022-194623,JUDICIAL EN VÍA DE APREMIO,5150 0000 06 0580 18,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"175.091,55 €",Sin lotes,BOE-B-2022-35033,"268.710,00 €","0,00 €",Sin puja mínima,"5.374,20 €","13.435,50 €",JUZGADO 1ª INSTANCIA 9 - CORDOBA,
SUB-JA-2022-195058,JUDICIAL EN VÍA DE APREMIO,1293 0000 06 0332 15,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"168.285,28 €",Sin lotes,BOE-B-2022-35030,"195.800,00 €","0,00 €",Sin puja mínima,"3.916,00 €","9.790,00 €",JUZGADO 1ª INST E INSTRUCC. 2 - COIN,
SUB-JA-2020-162039,JUDICIAL EN VÍA DE APREMIO,0504 0000 06 0153 19,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"1.100.841,45 €",9,Separada para cada lote,BOE-B-2022-35081,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),JUZGADO 1ª INSTANCIA 14 - PALMA DE MALLORCA
SUB-JA-2022-196110,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0054 21,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"216.234,81 €",Sin lotes,BOE-B-2022-35069,"291.450,00 €","0,00 €",Sin puja mínima,"5.829,00 €","14.572,50 €",JUZGADO 1ª INSTANCIA 100 - MADRID,
SUB-JA-2022-196692,JUDICIAL EN VÍA DE APREMIO,1283 0000 05 0597 19,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"97.778,80 €",Sin lotes,BOE-B-2022-35092,"218.685,00 €","0,00 €",Sin puja mínima,"4.373,70 €","10.934,25 €",JUZGADO 1ª INST E INSTRUCC. 1 - SAN FERNANDO,
SUB-JA-2021-175907,JUDICIAL EN VÍA DE APREMIO,3734 0000 05 0925 19,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"45.054,33 €",Sin lotes,BOE-B-2022-35064,"120.410,00 €","0,00 €",Sin puja mínima,"2.408,20 €","6.020,50 €",JUZGADO 1ª INST E INSTRUCC. 6 - LLIRIA,
SUB-JA-2022-198326,JUDICIAL EN VÍA DE APREMIO,4902 0000 05 0271 19,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"1.860,00 €",Sin lotes,BOE-B-2022-35120,"77.947,28 €","77.947,28 €",Sin puja mínima,"1.558,94 €","3.897,36 €",JUZGADO 1ª INSTANCIA 3 - ZARAGOZA,
SUB-JA-2022-199101,JUDICIAL EN VÍA DE APREMIO,0847 0000 06 0801 17,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"16.987,12 €",Sin lotes,BOE-B-2022-35096,"85.000,00 €","0,00 €",Sin puja mínima,"1.700,00 €","4.250,00 €",JUZGADO 1ª INST E INSTRUCC. 4 - SANT FELIU DE LLOBREGAT,
SUB-JA-2022-199127,JUDICIAL EN VÍA DE APREMIO,0878 0000 06 0506 15,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"262.127,20 €",Sin lotes,BOE-B-2022-35085,"286.500,00 €","0,00 €",Sin puja mínima,"5.730,00 €","14.325,00 €",JUZGADO 1ª INST E INSTRUCC. 3 - PRAT LLOBREGAT,
SUB-JA-2022-203732,JUDICIAL EN VÍA DE APREMIO,4237 0000 06 2140 18,15-11-2022 18:00:00 CET (ISO: 2022-11-15T18:00:00+01:00),05-12-2022 18:00:00 CET (ISO: 2022-12-05T18:00:00+01:00),"172.253,58 €",2,Separada para cada lote,BOE-B-2022-35041,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),JUZGADO 1ª INST E INSTRUCC. 1 - EL VENDRELL
SUB-JA-2022-203630,JUDICIAL EN VÍA DE APREMIO,4147 0000 06 0060 22,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"87.148,05 €",Sin lotes,BOE-B-2022-34715,"255.888,00 €","0,00 €",Sin puja mínima,"5.117,76 €","12.794,40 €",JUZGADO 1ª INSTANCIA 16 - LAS PALMAS DE GRAN CANARIA,
SUB-JA-2022-203619,JUDICIAL EN VÍA DE APREMIO,0183 0000 06 0779 18,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"77.541,84 €",Sin lotes,BOE-B-2022-34730,"144.525,00 €","0,00 €",Sin puja mínima,"2.890,50 €","7.226,25 €",JUZGADO 1ª INSTANCIA 2 - ORIHUELA,
SUB-JA-2022-203595,JUDICIAL EN VÍA DE APREMIO,0726 0000 05 0044 20,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"8.491,89 €",Sin lotes,BOE-B-2022-34704,"88.452,39 €","160.310,00 €",Sin puja mínima,"1.769,04 €","4.422,61 €",JUZGADO 1ª INST E INSTRUCC. 1 - GAVA,
SUB-JA-2022-200067,JUDICIAL EN VÍA DE APREMIO,4308 0000 05 0203 16,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"154.261,59 €",Sin lotes,BOE-B-2022-34742,"139.574,34 €","0,00 €","10,00 €","2.791,48 €","6.978,71 €",JUZGADO 1ª INST E INSTRUCC. 2 - TALAVERA DE LA REINA,
SUB-JA-2022-203572,JUDICIAL EN VÍA DE APREMIO,2373 0000 05 0201 20,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"214.604,08 €",Sin lotes,BOE-B-2022-34703,"299.447,84 €","0,00 €",Sin puja mínima,"5.988,95 €","14.972,39 €",JUZGADO 1ª INSTANCIA 1 - FUENLABRADA,
SUB-JA-2022-197175,JUDICIAL EN VÍA DE APREMIO,2384 0000 05 0017 19,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"309.860,36 €",Sin lotes,BOE-B-2022-34706,"332.000,00 €","0,00 €",Sin puja mínima,"6.640,00 €","16.600,00 €",JUZGADO 1ª INST E INSTRUCC. 5 - GETAFE,
SUB-JA-2022-203523,JUDICIAL EN VÍA DE APREMIO,2712 0000 05 0280 21,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"30.988,45 €",Sin lotes,BOE-B-2022-34723,"86.016,00 €","86.016,00 €",Sin puja mínima,"1.720,32 €","4.300,80 €",JUZGADO 1ª INSTANCIA 4 - LUGO,
SUB-JA-2022-203510,JUDICIAL EN VÍA DE APREMIO,3029 0000 06 0661 21,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"109.266,70 €",Sin lotes,BOE-B-2022-34725,"161.071,28 €","0,00 €",Sin puja mínima,"3.221,42 €","8.053,56 €",JUZGADO 1ª INSTANCIA 13 - MALAGA,
SUB-JA-2020-162095,JUDICIAL EN VÍA DE APREMIO,4536 0000 05 0652 19,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"24.896,16 €",Sin lotes,BOE-B-2022-34733,"65.000,00 €","0,00 €","100,00 €","1.300,00 €","3.250,00 €",JUZGADO 1ª INST E INSTRUCC. 2 - QUART DE POBLET,
SUB-JA-2022-203212,JUDICIAL EN VÍA DE APREMIO,0511 0000 05 0605 13,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"221.151,87 €",Sin lotes,BOE-B-2022-34688,"367.000,00 €","367.000,00 €","256.900,00 €",Sin tramos,"18.350,00 €",JUZGADO 1ª INST E INSTRUCC. 2 - ARENYS MAR,
SUB-JA-2022-200790,JUDICIAL EN VÍA DE APREMIO,1429 0000 00 0204 20,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"122.499,33 €",Sin lotes,BOE-B-2022-34697,"173.340,09 €","0,00 €",Sin puja mínima,Sin tramos,"8.667,00 €",JUZGADO 1ª INSTANCIA 7 - CORDOBA,
SUB-JA-2022-200737,JUDICIAL EN VÍA DE APREMIO,4690 0000 05 0834 21,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"48.776,37 €",Sin lotes,BOE-B-2022-34692,"175.460,00 €","0,00 €",Sin puja mínima,Sin tramos,"8.773,00 €",JUZGADO 1ª INSTANCIA 4 - BARAKALDO,
SUB-RC-2022-220050012207,RECAUDACIÓN TRIBUTARIA,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"2.439,96 €",Sin lotes,BOE-B-2022-34846,"87.040,57 €","88.700,00 €",Sin puja mínima,"1.700,00 €","4.352,02 €",Diputación Provincial de Huesca - Huesca,,
SUB-JA-2022-203457,JUDICIAL EN VÍA DE APREMIO,2199 0000 05 0054 20,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"33.352,36 €",Sin lotes,BOE-B-2022-34719,"79.500,00 €","0,00 €",Sin puja mínima,"1.590,00 €","3.975,00 €",JUZGADO 1ª INSTANCIA 5 - LLEIDA,
SUB-JA-2022-188375,JUDICIAL EN VÍA DE APREMIO,2766 0000 05 0159 16,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"34.494,05 €",Sin lotes,BOE-B-2022-34727,"62.162,00 €","0,00 €",Sin puja mínima,Sin tramos,"3.108,10 €",JUZGADO 1ª INST E INSTRUCC. 6 - MANRESA,
SUB-JA-2022-197345,JUDICIAL EN VÍA DE APREMIO,3986 0000 06 0382 14,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"227.078,40 €",Sin lotes,BOE-B-2022-34716,"409.260,00 €","0,00 €",Sin puja mínima,"8.185,20 €","20.463,00 €",JUZGADO 1ª INST E INSTRUCC. 8 - LEGANES,
SUB-JA-2022-199513,JUDICIAL EN VÍA DE APREMIO,4118 0000 06 0518 16,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"130.303,48 €",Sin lotes,BOE-B-2022-34680,"127.877,79 €","0,00 €",Sin puja mínima,"2.557,55 €","6.393,88 €",JUZGADO 1ª INST E INSTRUCC. 3 - ALCALA DE GUADAIRA,
SUB-JA-2022-203425,JUDICIAL EN VÍA DE APREMIO,4859 0000 06 0670 20,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"101.133,00 €",Sin lotes,BOE-B-2022-34698,"139.056,77 €","0,00 €",Sin puja mínima,"2.781,13 €","6.952,83 €",JUZGADO 1ª INSTANCIA 5 - DENIA,
SUB-RC-2022-220050012206,RECAUDACIÓN TRIBUTARIA,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"14.927,31 €",Sin lotes,BOE-B-2022-34850,"39.848,66 €","79.565,22 €",Sin puja mínima,"800,00 €","1.992,43 €",Diputación Provincial de Huesca - Huesca,,
SUB-RC-2022-220050012205,RECAUDACIÓN TRIBUTARIA,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"21.589,32 €",Sin lotes,BOE-B-2022-34854,"20.287,18 €","25.782,96 €",Sin puja mínima,"400,00 €","1.014,36 €",Diputación Provincial de Huesca - Huesca,,
SUB-JA-2022-188481,JUDICIAL EN VÍA DE APREMIO,3981 0000 06 0424 17,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"109.224,22 €",Sin lotes,BOE-B-2022-34728,"174.916,99 €","0,00 €",Sin puja mínima,"3.498,33 €","8.745,84 €",JUZGADO 1ª INST E INSTRUCC. 2 - MARCHENA,
SUB-JC-2022-203258,JUDICIAL CONCURSAL,2245 0000 52 0025 22,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"34.398,55 €",2,Separada para cada lote,BOE-B-2022-34717,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),JUZGADO 1ª INSTANCIA 8 - LEON
SUB-JV-2022-203734,JUDICIAL VOLUNTARIA,0390 0000 05 0081 20,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"0,00 €",Sin lotes,BOE-B-2022-34756,"48.341,26 €","48.341,26 €","39.156,42 €","966,82 €","14.502,37 €",JUZGADO 1ª INST E INSTRUCC. 2 - ZAFRA,
SUB-JA-2022-199489,JUDICIAL EN VÍA DE APREMIO,3728 3117 06 0134 20,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"58.704,38 €",Sin lotes,BOE-B-2022-34762,"92.265,84 €","0,00 €",Sin puja mínima,"1.845,33 €","4.613,29 €",UNIDAD SUBASTAS JUDICIALES MURCIA - MURCIA,
SUB-JA-2022-202907,JUDICIAL EN VÍA DE APREMIO,4673 0000 06 0241 14,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"160.487,76 €",Sin lotes,BOE-B-2022-34694,"152.556,25 €","152.556,25 €",Sin puja mínima,Sin tramos,"7.627,81 €",JUZGADO 1ª INSTANCIA 4 - BURGOS,
SUB-JA-2022-198163,JUDICIAL EN VÍA DE APREMIO,1213 0000 05 0120 95,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"107.165,20 €",Sin lotes,BOE-B-2022-34681,"20.393,25 €","0,00 €",Sin puja mínima,"407,86 €","1.019,66 €",JUZGADO 1ª INSTANCIA 4 - ALGECIRAS,
SUB-JA-2022-202208,JUDICIAL EN VÍA DE APREMIO,4956 0000 06 1537 21,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"116.690,18 €",Sin lotes,BOE-B-2022-34709,"230.400,00 €","0,00 €",Sin puja mínima,"4.608,00 €","11.520,00 €",JUZGADO 1ª INSTANCIA 17 - GRANADA,
SUB-JA-2022-202075,JUDICIAL EN VÍA DE APREMIO,4528 0000 06 0530 21,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"83.948,80 €",Sin lotes,BOE-B-2022-34695,"25.550,25 €","0,00 €",Sin puja mínima,"511,00 €","1.277,51 €",JUZGADO 1ª INST E INSTRUCC. 2 - CATARROJA,
SUB-JA-2022-202570,JUDICIAL EN VÍA DE APREMIO,1739 0000 06 1410 18,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"66.190,26 €",Sin lotes,BOE-B-2022-34710,"78.504,00 €","78.504,00 €",Sin puja mínima,Sin tramos,"3.925,20 €",JUZGADO 1ª INSTANCIA 7 - GRANADA,
SUB-JA-2022-202240,JUDICIAL EN VÍA DE APREMIO,0224 0000 06 0516 20,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"51.015,40 €",Sin lotes,BOE-B-2022-34683,"83.944,60 €","0,00 €",Sin puja mínima,Sin tramos,"4.197,23 €",JUZGADO 1ª INSTANCIA 2 - ALMERIA,
SUB-JA-2022-195106,JUDICIAL EN VÍA DE APREMIO,1913 0000 05 0041 10,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"18.261,73 €",Sin lotes,BOE-B-2022-34714,"52.775,39 €","0,00 €",Sin puja mínima,"1.055,50 €","2.638,76 €",JUZGADO 1ª INSTANCIA 3 - HUELVA,
SUB-JA-2022-202294,JUDICIAL EN VÍA DE APREMIO,4956 0000 06 0153 22,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"130.476,10 €",3,Separada para cada lote,BOE-B-2022-34711,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),JUZGADO 1ª INSTANCIA 17 - GRANADA
SUB-JA-2022-201884,JUDICIAL EN VÍA DE APREMIO,3728 3075 06 0012 15,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"115.346,94 €",Sin lotes,BOE-B-2022-34765,"237.500,00 €","0,00 €",Sin puja mínima,"2.375,01 €","11.875,00 €",UNIDAD SUBASTAS JUDICIALES MURCIA - MURCIA,
SUB-JA-2022-202354,JUDICIAL EN VÍA DE APREMIO,1674 0000 06 0346 17,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"144.671,71 €",Sin lotes,BOE-B-2022-34708,"159.700,00 €","0,00 €",Sin puja mínima,Sin tramos,"7.985,00 €",JUZGADO 1ª INSTANCIA 2 - GIRONA,
SUB-JA-2022-201726,JUDICIAL EN VÍA DE APREMIO,3519 0000 06 0140 15,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"137.727,80 €",Sin lotes,BOE-B-2022-34737,"284.944,00 €","0,00 €",Sin puja mínima,"5.698,88 €","14.247,20 €",JUZGADO 1ª INSTANCIA 1 - SAN BARTOLOME DE TIRAJANA,
SUB-JA-2022-201399,JUDICIAL EN VÍA DE APREMIO,1939 0000 06 0247 12,11-11-2022 18:00:00 CET (ISO: 2022-11-11T18:00:00+01:00),01-12-2022 18:00:00 CET (ISO: 2022-12-01T18:00:00+01:00),"134.975,93 €",Sin lotes,BOE-B-2022-34731,"242.465,84 €","242.465,84 €",Sin puja mínima,"4.849,31 €","12.123,29 €",JUZGADO 1ª INST E INSTRUCC. 1 - PALMA CONDADO,
