0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
SUB-JA-2022-201480,JUDICIAL EN VÍA DE APREMIO,4919 0000 06 0132 13,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"123.100,77 €",Sin lotes,BOE-B-2022-34330,"108.581,00 €","0,00 €",Sin puja mínima,"2.171,62 €","5.429,05 €",JUZGADO 1ª INSTANCIA 8 - ZARAGOZA,
SUB-JA-2022-201387,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0135 20,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"338.033,75 €",Sin lotes,BOE-B-2022-34251,"554.858,00 €","0,00 €",Sin puja mínima,"11.097,16 €","27.742,90 €",JUZGADO 1ª INSTANCIA 100 - MADRID,
SUB-JA-2022-201223,JUDICIAL EN VÍA DE APREMIO,2193 0000 05 0313 21,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"129.695,51 €",Sin lotes,BOE-B-2022-34241,"129.695,51 €","195.038,00 €",Sin puja mínima,"2.593,91 €","6.484,77 €",JUZGADO 1ª INSTANCIA 3 - LLEIDA,
SUB-JA-2022-201205,JUDICIAL EN VÍA DE APREMIO,2978 0000 06 0041 21,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"94.255,79 €",Sin lotes,BOE-B-2022-34227,"112.500,00 €","0,00 €",Sin puja mínima,"2.250,00 €","5.625,00 €",JUZGADO 1ª INST E INSTRUCC. 2 - HARO,
SUB-JA-2022-200793,JUDICIAL EN VÍA DE APREMIO,4513 0000 05 1192 19,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"261.050,36 €",Sin lotes,BOE-B-2022-34357,"183.081,60 €","0,00 €",Sin puja mínima,Sin tramos,"9.154,08 €",SERVICIO COMUN GENERAL SUBASTAS - VALENCIA,
SUB-JA-2022-200580,JUDICIAL EN VÍA DE APREMIO,4198 0000 06 0109 21,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"100.595,75 €",Sin lotes,BOE-B-2022-34168,"190.860,00 €","0,00 €",Sin puja mínima,Sin tramos,"9.543,00 €",JUZGADO 1ª INST E INSTRUCC. 2 - AMPOSTA,
SUB-JA-2022-200545,JUDICIAL EN VÍA DE APREMIO,3263 0000 05 0306 19,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"102.626,66 €",Sin lotes,BOE-B-2022-34173,"181.206,06 €","0,00 €",Sin puja mínima,"3.624,12 €","9.060,30 €",JUZGADO 1ª INST E INSTRUCC. 2 - AVILES,
SUB-JA-2022-200332,JUDICIAL EN VÍA DE APREMIO,4618 0000 18 0263 21,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"74.151,90 €",Sin lotes,BOE-B-2022-34318,"35.868,50 €","0,00 €",Sin puja mínima,"717,37 €","1.793,43 €",JUZGADO 1ª INSTANCIA 1 - VALLADOLID,
SUB-JA-2022-200327,JUDICIAL EN VÍA DE APREMIO,0072 0000 06 0057 22,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"282.754,00 €",2,Separada para cada lote,BOE-B-2022-34324,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),JUZGADO 1ª INSTANCIA 6 - VITORIA GASTEIZ
SUB-JA-2022-200205,JUDICIAL EN VÍA DE APREMIO,2682 0000 06 0428 19,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"99.163,76 €",Sin lotes,BOE-B-2022-34265,"304.849,47 €","0,00 €",Sin puja mínima,"6.096,99 €","15.242,47 €",JUZGADO 1ª INSTANCIA 5 - MOSTOLES,
SUB-JA-2022-199949,JUDICIAL EN VÍA DE APREMIO,4149 0000 05 0164 17,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"42.244,08 €",Sin lotes,BOE-B-2022-34250,"73.494,03 €","73.494,03 €","0,01 €","1.469,88 €","3.674,70 €",JUZGADO 1ª INSTANCIA 90 - MADRID,
SUB-JA-2022-199895,JUDICIAL EN VÍA DE APREMIO,4299 0000 06 0055 19,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"200.068,38 €",Sin lotes,BOE-B-2022-34269,"111.584,37 €","0,00 €",Sin puja mínima,"2.231,69 €","5.579,22 €",JUZGADO 1ª INST E INSTRUCC. 1 - ORGAZ,
SUB-JA-2022-199871,JUDICIAL EN VÍA DE APREMIO,3728 3117 06 0053 14,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"48.362,36 €",Sin lotes,BOE-B-2022-34340,"56.498,60 €","0,00 €",Sin puja mínima,"2.259,95 €","2.824,93 €",UNIDAD SUBASTAS JUDICIALES MURCIA - MURCIA,
SUB-JA-2022-199796,JUDICIAL EN VÍA DE APREMIO,1027 0000 06 0856 11,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"204.957,56 €",Sin lotes,BOE-B-2022-34256,"242.700,00 €","242.700,00 €",Sin puja mínima,"4.854,00 €","12.135,00 €",JUZGADO 1ª INST E INSTRUCC. 4 - MARTORELL,
SUB-JA-2022-199792,JUDICIAL EN VÍA DE APREMIO,4859 0000 06 0998 20,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"76.688,81 €",Sin lotes,BOE-B-2022-34206,"133.427,00 €","0,00 €",Sin puja mínima,"2.668,54 €","6.671,35 €",JUZGADO 1ª INSTANCIA 5 - DENIA,
SUB-JA-2022-199744,JUDICIAL EN VÍA DE APREMIO,3226 0000 05 0055 06,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"19.698,12 €",Sin lotes,BOE-B-2022-34274,"84.001,65 €","84.001,65 €",Sin puja mínima,"1.680,03 €","4.200,08 €",JUZGADO DE INSTRUCCION 3 - OURENSE,
SUB-JA-2022-199087,JUDICIAL EN VÍA DE APREMIO,1643 0000 06 0063 20,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"71.284,92 €",Sin lotes,BOE-B-2022-34260,"122.880,00 €","0,00 €",Sin puja mínima,"2.457,60 €","6.144,00 €",JUZGADO 1ª INST E INSTRUCC. 3 - MIERES,
SUB-JA-2022-198938,JUDICIAL EN VÍA DE APREMIO,2986 0000 06 1081 20,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"21.915,89 €",Sin lotes,BOE-B-2022-34288,"61.271,68 €","0,00 €",Sin puja mínima,"1.225,43 €","3.063,58 €",JUZGADO 1ª INSTANCIA 6 - REUS,
SUB-JA-2022-198779,JUDICIAL EN VÍA DE APREMIO,4513 0000 03 0268 20,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"181.053,53 €",Sin lotes,BOE-B-2022-34356,"242.800,00 €","0,00 €",Sin puja mínima,Sin tramos,"12.140,00 €",SERVICIO COMUN GENERAL SUBASTAS - VALENCIA,
SUB-JA-2022-198052,JUDICIAL EN VÍA DE APREMIO,0235 0000 06 0849 13,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"307.154,56 €",Sin lotes,BOE-B-2022-34164,"238.527,81 €","0,00 €",Sin puja mínima,Sin tramos,"11.926,39 €",JUZGADO 1ª INSTANCIA 4 - ALMERIA,
SUB-JA-2022-198005,JUDICIAL EN VÍA DE APREMIO,3728 2769 06 0176 15,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"37.312,42 €",Sin lotes,BOE-B-2022-34350,"77.000,00 €","0,00 €",Sin puja mínima,"1.540,01 €","3.850,00 €",UNIDAD SUBASTAS JUDICIALES MURCIA - MURCIA,
SUB-JA-2022-197461,JUDICIAL EN VÍA DE APREMIO,1803 0000 06 0061 17,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"35.720,81 €",Sin lotes,BOE-B-2022-34225,"240.100,00 €","0,00 €",Sin puja mínima,"1.000,00 €","12.005,00 €",JUZGADO 1ª INSTANCIA 1 - GUADALAJARA,
SUB-JA-2022-197307,JUDICIAL EN VÍA DE APREMIO,2717 0000 06 1090 19,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"66.418,18 €",Sin lotes,BOE-B-2022-34219,"254.793,58 €","0,00 €",Sin puja mínima,"5.095,87 €","12.739,68 €",JUZGADO 1ª INSTANCIA 5 - GANDIA,
SUB-JA-2022-196803,JUDICIAL EN VÍA DE APREMIO,1704 0000 06 4660 18,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"84.564,66 €",Sin lotes,BOE-B-2022-34181,"128.325,00 €","0,00 €",Sin puja mínima,Sin tramos,"6.416,25 €",JUZGADO 1ª INST E INSTRUCC. 3 - BLANES,
SUB-JA-2022-195569,JUDICIAL EN VÍA DE APREMIO,3686 0000 06 0083 14,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"159.887,25 €",Sin lotes,BOE-B-2022-34195,"282.240,00 €","202.702,85 €",Sin puja mínima,"5.644,80 €","14.112,00 €",JUZGADO 1ª INST E INSTRUCC. 1 - CIUDAD RODRIGO,
SUB-JA-2022-195139,JUDICIAL EN VÍA DE APREMIO,3728 2769 06 0813 21,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"151.254,20 €",Sin lotes,BOE-B-2022-34351,"271.560,00 €","0,00 €",Sin puja mínima,"2.715,61 €","13.578,00 €",UNIDAD SUBASTAS JUDICIALES MURCIA - MURCIA,
SUB-JA-2022-194515,JUDICIAL EN VÍA DE APREMIO,1326 0000 06 1163 21,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"44.755,56 €",Sin lotes,BOE-B-2022-34188,"85.080,00 €","0,00 €",Sin puja mínima,"100,00 €","4.254,00 €",JUZGADO 1ª INSTANCIA 4 - CASTELLON DE LA PLANA,
SUB-JA-2022-193538,JUDICIAL EN VÍA DE APREMIO,0510 0000 05 0071 15,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"434.567,19 €",Sin lotes,BOE-B-2022-34169,"475.228,00 €","0,00 €",Sin puja mínima,"4.752,28 €","23.761,40 €",JUZGADO 1ª INST E INSTRUCC. 1 - ARENYS MAR,
SUB-JA-2022-192930,JUDICIAL EN VÍA DE APREMIO,3728 3063 06 0095 17,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"91.753,53 €",Sin lotes,BOE-B-2022-34344,"264.496,94 €","0,00 €",Sin puja mínima,"2.644,98 €","13.224,84 €",UNIDAD SUBASTAS JUDICIALES MURCIA - MURCIA,
SUB-JA-2022-191196,JUDICIAL EN VÍA DE APREMIO,4415 0000 06 0549 20,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"84.069,15 €",Sin lotes,BOE-B-2022-34287,"124.000,00 €","0,00 €",Sin puja mínima,"2.480,00 €","6.200,00 €",JUZGADO 1ª INST E INSTRUCC. 2 - REQUENA,
SUB-JA-2022-190189,JUDICIAL EN VÍA DE APREMIO,1306 0000 06 0063 19,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"63.832,71 €",Sin lotes,BOE-B-2022-34312,"122.400,00 €","0,00 €",Sin puja mínima,"2.448,00 €","6.120,00 €",JUZGADO 1ª INST E INSTRUCC. 1 - UBRIQUE,
SUB-JA-2022-189800,JUDICIAL EN VÍA DE APREMIO,3733 0000 06 0691 16,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"8.297,27 €",Sin lotes,BOE-B-2022-34187,"124.630,00 €","0,00 €",Sin puja mínima,Sin tramos,"6.231,50 €",JUZGADO 1ª INST E INSTRUCC. 4 - CARLET,
SUB-JA-2022-188182,JUDICIAL EN VÍA DE APREMIO,2986 0000 06 0595 18,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"194.025,71 €",3,Separada para cada lote,BOE-B-2022-34289,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),JUZGADO 1ª INSTANCIA 6 - REUS
SUB-JA-2022-183976,JUDICIAL EN VÍA DE APREMIO,4600 0000 06 0172 13,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"82.691,49 €",Sin lotes,BOE-B-2022-34259,"146.600,00 €","146.600,00 €",Sin puja mínima,"2.932,00 €","7.330,00 €",JUZGADO 1ª INST E INSTRUCC. 1 - MEDINA CAMPO,
SUB-JA-2021-185523,JUDICIAL EN VÍA DE APREMIO,0428 0000 06 0068 19,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"611.194,80 €",4,Separada para cada lote,BOE-B-2022-34231,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),JUZGADO 1ª INSTANCIA 2 - INCA
SUB-JA-2021-184100,JUDICIAL EN VÍA DE APREMIO,0173 0000 06 0857 14,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"285.671,69 €",Sin lotes,BOE-B-2022-34298,"407.310,00 €","0,00 €",Sin puja mínima,Sin tramos,"20.365,50 €",JUZGADO 1ª INST E INSTRUCC. 1 - SANT VICENT DEL RASPEIG,
SUB-JA-2021-181190,JUDICIAL EN VÍA DE APREMIO,0012 0000 06 1260 20,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"112.448,15 €",Sin lotes,BOE-B-2022-34323,"147.999,00 €","0,00 €",Sin puja mínima,"100,00 €","7.399,95 €",JUZGADO 1ª INSTANCIA 4 - VITORIA GASTEIZ,
SUB-JA-2021-178733,JUDICIAL EN VÍA DE APREMIO,1245 0000 05 0579 15,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"82.845,80 €",Sin lotes,BOE-B-2022-34192,"207.008,18 €","0,00 €",Sin puja mínima,"4.140,16 €","10.350,40 €",JUZGADO 1ª INST E INSTRUCC. 1 - CHICLANA DE LA FRONTERA,
SUB-JA-2021-174635,JUDICIAL EN VÍA DE APREMIO,0769 0000 06 0783 12,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"272.686,85 €",Sin lotes,BOE-B-2022-34230,"373.900,00 €","0,00 €",Sin puja mínima,"7.478,00 €","18.695,00 €",JUZGADO 1ª INST E INSTRUCC. 3 - IGUALADA,
SUB-JA-2021-169021,JUDICIAL EN VÍA DE APREMIO,3959 0000 06 0190 15,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"156.137,62 €",Sin lotes,BOE-B-2022-34255,"46.536,00 €","0,00 €",Sin puja mínima,"930,72 €","2.326,80 €",JUZGADO 1ª INST E INSTRUCC. 7 - MANRESA,
SUB-JA-2020-161994,JUDICIAL EN VÍA DE APREMIO,2986 0000 06 0828 19,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"157.872,72 €",2,Separada para cada lote,BOE-B-2022-34290,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),JUZGADO 1ª INSTANCIA 6 - REUS
SUB-JA-2020-156445,JUDICIAL EN VÍA DE APREMIO,4224 0000 06 0487 18,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"80.504,60 €",Sin lotes,BOE-B-2022-34311,"119.067,74 €","119.067,74 €",Sin puja mínima,"2.381,35 €","5.953,38 €",JUZGADO 1ª INST E INSTRUCC. 2 - TORTOSA,
SUB-AT-2022-22R4686001383,AGENCIA TRIBUTARIA,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),Sin lotes,BOE-B-2022-34436,"21.018,41 €","61.496,08 €",Sin puja mínima,"500,00 €","1.050,92 €",U.R. SUBASTAS VALENCIA - VALENCIA,,,
SUB-AT-2022-22R4186001482,AGENCIA TRIBUTARIA,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),Sin lotes,BOE-B-2022-34417,"150.649,08 €","150.649,08 €",Sin puja mínima,"2.000,00 €","7.532,45 €",U.R. SUBASTAS ANDALUCIA 41 - SEVILLA,,,
SUB-AT-2022-22R4186001469,AGENCIA TRIBUTARIA,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),Sin lotes,BOE-B-2022-34416,"253.891,09 €","269.736,21 €",Sin puja mínima,"2.000,00 €","12.694,55 €",U.R. SUBASTAS ANDALUCIA 41 - SEVILLA,,,
SUB-AT-2022-22R4186001459,AGENCIA TRIBUTARIA,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),Sin lotes,BOE-B-2022-34413,"29.768,90 €","29.768,90 €",Sin puja mínima,"500,00 €","1.488,44 €",U.R. SUBASTAS ANDALUCIA 41 - SEVILLA,,,
SUB-AT-2022-22R4186001451,AGENCIA TRIBUTARIA,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),Sin lotes,BOE-B-2022-34412,"30.669,64 €","30.669,64 €",Sin puja mínima,"1.000,00 €","1.533,48 €",U.R. SUBASTAS ANDALUCIA 41 - SEVILLA,,,
SUB-AT-2022-22R4186001450,AGENCIA TRIBUTARIA,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),Sin lotes,BOE-B-2022-34411,"107.142,43 €","165.812,68 €",Sin puja mínima,"2.000,00 €","5.357,12 €",U.R. SUBASTAS ANDALUCIA 41 - SEVILLA,,,
SUB-AT-2022-22R4186001448,AGENCIA TRIBUTARIA,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),Sin lotes,BOE-B-2022-34409,"75.882,21 €","75.882,21 €",Sin puja mínima,"2.000,00 €","3.794,11 €",U.R. SUBASTAS ANDALUCIA 41 - SEVILLA,,,
SUB-AT-2022-22R4186001420,AGENCIA TRIBUTARIA,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),Sin lotes,BOE-B-2022-34407,"142.139,34 €","142.139,34 €",Sin puja mínima,"2.000,00 €","7.106,96 €",U.R. SUBASTAS ANDALUCIA 41 - SEVILLA,,,
SUB-AT-2022-22R2886001537,AGENCIA TRIBUTARIA,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),Sin lotes,BOE-B-2022-34392,"43.825,49 €","43.825,49 €",Sin puja mínima,"1.000,00 €","2.191,27 €",U.R. SUBASTAS MADRID - MADRID,,,
SUB-AT-2022-22R2886001373,AGENCIA TRIBUTARIA,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),Sin lotes,BOE-B-2022-34390,"124.447,85 €","263.285,35 €",Sin puja mínima,"2.000,00 €","6.222,39 €",U.R. SUBASTAS MADRID - MADRID,,,
SUB-AT-2022-22R2886001279,AGENCIA TRIBUTARIA,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),Sin lotes,BOE-B-2022-34396,"23.013,94 €","23.013,94 €",Sin puja mínima,"500,00 €","1.150,69 €",U.R. SUBASTAS MADRID - MADRID,,,
SUB-AT-2022-22R2886001229,AGENCIA TRIBUTARIA,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),Sin lotes,BOE-B-2022-34389,"129.526,76 €","129.526,76 €",Sin puja mínima,"2.000,00 €","6.476,33 €",U.R. SUBASTAS MADRID - MADRID,,,
SUB-AT-2022-22R0886001371,AGENCIA TRIBUTARIA,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),Sin lotes,BOE-B-2022-34381,"205.139,72 €","321.111,31 €",Sin puja mínima,"2.000,00 €","10.256,98 €",U.R. SUBASTAS CATALUÑA - BARCELONA,,,
SUB-AT-2022-22R0886001367,AGENCIA TRIBUTARIA,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),Sin lotes,BOE-B-2022-34384,"82.047,91 €","82.047,91 €",Sin puja mínima,"2.000,00 €","4.102,39 €",U.R. SUBASTAS CATALUÑA - BARCELONA,,,
SUB-JA-2022-203519,JUDICIAL EN VÍA DE APREMIO,3832 0000 01 4001 15,08-11-2022 18:00:00 CET (ISO: 2022-11-08T18:00:00+01:00),28-11-2022 18:00:00 CET (ISO: 2022-11-28T18:00:00+01:00),"273.160,42 €",Sin lotes,BOE-B-2022-34209,"348.687,88 €","348.687,88 €",Sin puja mínima,Sin tramos,"17.434,39 €",JUZGADO 1ª INST E INSTRUCC. 8 - EL VENDRELL,
SUB-JA-2022-202266,JUDICIAL EN VÍA DE APREMIO,5451 0000 06 0051 21,03-11-2022 18:00:00 CET (ISO: 2022-11-03T18:00:00+01:00),27-11-2022 17:56:31 CET (ISO: 2022-11-27T17:56:31+01:00),"141.097,23 €",Sin lotes,BOE-B-2022-33739,"140.102,25 €","0,00 €",Sin puja mínima,Sin tramos,"7.005,11 €",JUZGADO 1 INSTANCIA 8 - REUS,
SUB-JA-2022-197591,JUDICIAL EN VÍA DE APREMIO,4308 0000 05 0060 18,18-10-2022 18:00:00 CET (ISO: 2022-10-18T18:00:00+02:00),27-11-2022 19:18:08 CET (ISO: 2022-11-27T19:18:08+01:00),"140.800,94 €",Sin lotes,BOE-B-2022-31491,"236.938,00 €","0,00 €",Sin puja mínima,"4.738,76 €","11.846,90 €",JUZGADO 1ª INST E INSTRUCC. 2 - TALAVERA DE LA REINA,
SUB-JA-2022-195618,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0199 21,03-11-2022 18:00:00 CET (ISO: 2022-11-03T18:00:00+01:00),23-11-2022 18:00:00 CET (ISO: 2022-11-23T18:00:00+01:00),"197.430,00 €",Sin lotes,BOE-B-2022-33725,"232.800,00 €","0,00 €",Sin puja mínima,"4.656,00 €","11.640,00 €",JUZGADO 1ª INSTANCIA 100 - MADRID,
SUB-JA-2022-200198,JUDICIAL EN VÍA DE APREMIO,4618 0000 18 0103 22,03-11-2022 18:00:00 CET (ISO: 2022-11-03T18:00:00+01:00),23-11-2022 18:00:00 CET (ISO: 2022-11-23T18:00:00+01:00),"17.368,66 €",Sin lotes,BOE-B-2022-33760,"59.400,00 €","0,00 €",Sin puja mínima,"1.188,00 €","2.970,00 €",JUZGADO 1ª INSTANCIA 1 - VALLADOLID,
SUB-JA-2019-136536,JUDICIAL EN VÍA DE APREMIO,0546 0000 06 4174 18,03-11-2022 18:00:00 CET (ISO: 2022-11-03T18:00:00+01:00),23-11-2022 18:00:00 CET (ISO: 2022-11-23T18:00:00+01:00),"841.984,00 €",Sin lotes,BOE-B-2022-33688,"900.000,00 €","0,00 €",Sin puja mínima,"18.000,00 €","45.000,00 €",JUZGADO 1ª INSTANCIA 13 - BARCELONA,
